name,prompt,negative_prompt
"Experimental | Geomancer 3D","Geomancer 3D character art style, earth magic user, intricate robes with stone patterns, glowing runes, dynamic pose, high-quality rendering techniques, professional-grade execution, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Holographic Chic","Holographic chic fashion style, incorporates holographic and iridescent materials, futuristic and eye-catching designs, professional-grade execution, captures the essence of modern and high-tech fashion, emphasizes creativity and innovation","signature, watermark, low quality, JPEG artifacts, off-center, deformed, cropped, worst quality"
"Experimental | Legends Digital Painting","legends art style, digital painting, epic and mystical, game character with magical abilities, intricate details, rich color palette, atmospheric effects, professional-grade execution, captures the essence of ancient legends and powerful magic","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Liquid Light","Liquid light painting art style, uses fluid and luminous colors, creates a sense of light and movement, dynamic and abstract composition, professional-grade execution, captures the beauty of illuminated art, evokes a sense of wonder and serenity","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Mythical Mechanica 3D","Mythical Mechanica 3D render, blend of mythical creatures with mechanical elements, dynamic lighting, vibrant colors, high-quality rendering techniques, professional-grade execution, captivating visuals, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
"Nebula Dreams","Nebula Dreams 3D render, cosmic clouds and nebulas, vibrant colors, dynamic lighting, surreal and dreamlike, high-quality rendering techniques, professional-grade execution, captivating visuals, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Neural Dreams","Neural dreams illustration style, inspired by neural networks and artificial intelligence, abstract and surreal, dynamic compositions, vibrant and fluid colors, professional-grade execution, captures the essence of machine learning and human creativity","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Occult Expressionism","Occult Expressionism painting art style, merges abstract expressionism and occult themes, dark and chaotic compositions, vibrant and eerie colors, expressive brushwork, captures the essence of emotional turmoil and supernatural elements, professional-grade execution, evokes a sense of mystical chaos and expressive darkness","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Pastel Goth Cute","Pastel Goth Cute illustration art style, combines pastel goth elements with cute aesthetics, soft and pastel colors, dynamic and charming compositions, captures the essence of cuteness with a goth twist, professional-grade execution, evokes a sense of sweet darkness and charm","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Phantasmagoric Abstract","Phantasmagoric Abstract painting art style, blends abstract expressionism with phantasmagoric elements, chaotic and dreamlike compositions, surreal colors, captures the essence of abstract horror and surreal beauty, professional-grade execution, evokes a sense of nightmarish abstraction and phantasmagoric wonder","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Phantasmal Visions","Phantasmal visions illustration style, blends ghostly and surreal elements with vibrant and fluid compositions, uses soft gradients and glowing effects, professional-grade execution, captures the essence of ethereal beauty, evokes a sense of wonder and mystery","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Phantom Rococo","Phantom Rococo painting art style, blends rococo and ghostly elements, ornate and intricate compositions, soft and eerie colors, captures the elegance of rococo with a spectral twist, professional-grade execution, evokes a sense of haunted beauty and rococo grace","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Quantum Sketching","Quantum sketching art style, abstract and dynamic, inspired by quantum physics, uses fluid lines and shapes, professional-grade execution, captures the essence of quantum mechanics, evokes a sense of mystery and complexity","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Radiant Fantasy","Radiant Fantasy 3D render, glowing fantasy landscapes, vibrant colors, dynamic lighting, immersive presentation, high-quality rendering techniques, professional-grade execution, captivating visuals, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Robot Cute","Robot Cute illustration art style, blends robotic elements with cute aesthetics, vibrant and pastel colors, dynamic and charming compositions, captures the essence of cute robots in playful scenes, professional-grade execution, evokes a sense of mechanical cuteness and whimsy","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Shadow Mage 3D","Shadow Mage 3D character art style, master of dark magic, ethereal and mysterious, glowing eyes, shadowy effects, dynamic pose, high-quality rendering techniques, professional-grade execution, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Voodoo Surrealism","Voodoo Surrealism painting art style, combines voodoo and surrealist elements, dark and mystical composition, vibrant and eerie colors, symbolic and dreamlike imagery, captures the essence of spiritual mysticism and surreal fantasy, professional-grade execution, evokes a sense of supernatural wonder and surreal mystery","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Experimental | Whimsical Chibi","Whimsical Chibi painting art style, combines whimsical elements with chibi character, soft and pastel colors, dynamic and playful compositions, captures the essence of cuteness and whimsy, professional-grade execution, evokes a sense of joy and delight","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"||| DIGITAL ART",Digital art style, professional digital creation,"signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Digital Art | Glitch Aesthetic","Glitch aesthetic digital art style, intentional digital distortion, vibrant color shifts, fragmented imagery, experimental composition, professional-grade execution, cyberpunk influence","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Digital Art | Low Poly Digital","Low poly digital art style, minimalist geometric forms, vibrant flat colors, clean angular design, professional-grade execution, modern aesthetic, efficient rendering","painting, signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Digital Art | Matte Painting","Digital matte painting style, cinematic environments, seamless compositing, atmospheric depth, professional-grade execution, epic scale, photorealistic textures","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Digital Art | Neon Wireframe","Neon wireframe digital art style, glowing grid lines, cyberpunk aesthetic, dynamic perspective, vibrant neon colors, professional-grade execution, futuristic tech vibe","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Digital Art | Pixel Perfect","Pixel perfect digital art style, crisp pixel alignment, vibrant retro colors, clean geometric forms, professional-grade execution, nostalgic gaming aesthetic, scalable pixel graphics","painting, blurry, signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Digital Art | Vector Glow","Vector glow digital art style, luminous gradients, neon accents, smooth curves, professional-grade execution, modern tech aesthetic, dynamic lighting effects","painting, signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Digital Art | Voxel Art","Voxel art digital style, 3D pixel blocks, charming retro aesthetic, vibrant colors, clean geometric forms, professional-grade execution, playful and modern","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
"||| CONCEPT ART",Concept art style, professional pre-production visualization,"signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Concept Art | Character Design","Character design concept art style, dynamic pose, expressive features, detailed costume design, professional-grade execution, suitable for games and animation, clear silhouette","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Concept Art | Creature Design","Creature design concept art style, imaginative biology, detailed anatomy, dynamic pose, professional-grade execution, suitable for fantasy and sci-fi projects","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Concept Art | Environment Design","Environment design concept art style, immersive world-building, atmospheric lighting, detailed architecture, professional-grade execution, suitable for games and film, epic scale","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Concept Art | Keyframe Illustration","Keyframe illustration concept art style, cinematic composition, narrative moment, dramatic lighting, professional-grade execution, captures story essence, film-ready quality","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Concept Art | Prop Design","Prop design concept art style, detailed object visualization, functional aesthetics, clear form language, professional-grade execution, suitable for games and animation","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Concept Art | Vehicle Design","Vehicle design concept art style, futuristic or historical vehicles, detailed mechanical elements, dynamic perspective, professional-grade execution, suitable for games and film","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"||| TEXTILE ART",Textile art style, fabric-based creative expression,"signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
"Textile Art | Appliqué","Appliqué textile art style, layered fabric pieces, decorative stitching, vibrant patterns, dimensional design, professional-grade execution, folk art influence","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
"Textile Art | Batik","Batik textile art style, wax-resist dyeing technique, intricate patterns, vibrant colors, traditional craftsmanship, cultural heritage, professional-grade execution","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
"Textile Art | Felting","Felting textile art style, matted wool fibers, soft textures, sculptural forms, tactile quality, professional-grade execution, charming handmade aesthetic","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
"Textile Art | Shibori","Shibori textile art style, Japanese tie-dye technique, organic patterns, indigo blues, traditional craftsmanship, elegant simplicity, professional-grade execution","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
"Weaving","Weaving textile art style, interlaced threads, intricate patterns, rich textures, traditional craftsmanship, cultural heritage, professional-grade execution","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
"||| PRINTMAKING",Printmaking art style, traditional and modern print techniques,"signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Printmaking | Etching","Etching printmaking style, acid-etched metal plates, fine detailed lines, dramatic contrast, traditional craftsmanship, professional-grade execution, classic aesthetic","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Printmaking | Lithography","Lithography printmaking style, stone or plate printing, subtle tonal gradations, artistic expression, traditional technique, professional-grade execution, fine art aesthetic","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Printmaking | Monoprint","Monoprint art style, unique one-of-a-kind prints, spontaneous marks, layered textures, experimental technique, professional-grade execution, expressive and dynamic","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Printmaking | Screen Print","Screen print art style, bold flat colors, clean edges, layered stencils, vibrant graphic aesthetic, professional-grade execution, pop art influence","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Printmaking | Woodcut","Woodcut printmaking style, carved wood blocks, bold graphic lines, high contrast, rustic texture, traditional craftsmanship, professional-grade execution","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"||| CALLIGRAPHY & LETTERING",Calligraphy and lettering art style, expressive typography and hand-lettered design,"signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Calligraphy | Arabic Calligraphy","Arabic calligraphy art style, flowing script, intricate decorative patterns, cultural heritage, spiritual significance, professional-grade execution, elegant compositions","photo, photorealistic, realism, painting, 3D render, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Calligraphy | Brush Lettering","Brush lettering art style, expressive brush strokes, dynamic thick-thin transitions, vibrant ink colors, professional-grade execution, modern calligraphic aesthetic","photo, photorealistic, realism, painting, 3D render, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Calligraphy | Copperplate","Copperplate calligraphy style, elegant script, fine hairlines, dramatic thick-thin contrast, professional-grade execution, classic formal aesthetic, timeless beauty","photo, photorealistic, realism, painting, 3D render, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Gothic Script","Gothic script calligraphy style, blackletter typography, ornate decorative elements, dramatic contrast, medieval aesthetic, professional-grade execution, historical elegance","photo, photorealistic, realism, painting, 3D render, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Modern Hand Lettering","Modern hand lettering style, contemporary typography, playful compositions, vibrant colors, professional-grade execution, versatile for branding and design, creative expression","photo, photorealistic, realism, painting, 3D render, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"||| INTERNET AESTHETICS",Internet aesthetic styles, digital culture visual trends,"signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Art Hoe","art hoe aesthetic, artistic and creative imagery, vintage film photography, nature elements, paintings and art supplies, soft warm tones, bohemian vibe, self-expression through art, dreamy and introspective, creative lifestyle","commercial, corporate, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Art Hoe Expanded","art hoe aesthetic expanded, artistic and creative imagery, vintage film photography, nature elements, paintings and art supplies, soft warm tones, bohemian vibe, self-expression through art, dreamy and introspective, creative lifestyle, gallery visits, sketchbooks, paint-splattered clothes, museum aesthetics, artistic community","commercial, corporate, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Backrooms","backrooms aesthetic, endless yellow office rooms, fluorescent buzz, carpet textures, liminal horror, monotonous architecture, psychological unease, lo-fi digital photography, nostalgic corporate emptiness, eerie and unsettling","colorful, cheerful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Backrooms Expanded","backrooms aesthetic expanded, endless yellow office rooms, fluorescent buzz, carpet textures, liminal horror, monotonous architecture, psychological unease, lo-fi digital photography, nostalgic corporate emptiness, eerie and unsettling, infinite maze, hum of lights, stale air, wrong geometry, existential dread, analog horror","colorful, cheerful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Bloomcore","bloomcore aesthetic, floral abundance, soft pastel blooms, garden imagery, romantic cottage vibes, delicate petals, springtime freshness, botanical illustrations, wreaths and garlands, feminine and dreamy, nature celebration, gentle color palette, flower crowns, wildflower meadows","dark gloomy, urban, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Bonecore","bonecore aesthetic, skeletal and osteological imagery, natural history museum vibes, anatomical illustrations, earthy neutral tones, memento mori themes, scientific curiosity, gothic naturalism, respectful appreciation of mortality, educational and artistic","colorful, cheerful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Breezecore","breeze core aesthetic, gentle wind imagery, soft breezy atmosphere, light air movement, peaceful swaying, refreshing airflow, comfortable ventilation, gentle rustling, calm movement, soothing air, mild wind energy, pleasant airflow, tranquil motion","stormy, still, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Bright Academia","bright academia aesthetic, bright scholarly romanticism, sunlit libraries, cream and beige tones, classical literature, soft natural lighting, European café culture, spring gardens, poetry and art, peaceful contemplation, elegant simplicity, vintage stationery, fresh flowers, golden hour study","dark gloomy, neon, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Clowncore","clowncore aesthetic, vibrant red-yellow-white color scheme, clown imagery, playful yet unsettling, circus elements, bold patterns, chaotic and whimsical, ironic humor, maximalist design, joyful absurdity","subtle, minimalist, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Cloudcore","cloudcore aesthetic, dreamy sky imagery, soft fluffy clouds, pastel gradients, floating sensations, weightless atmosphere, ethereal light, airy compositions, peaceful drifting, heavenly ambiance, gentle and uplifting","grounded, dark, heavy, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Cloudcore Expanded","cloudcore aesthetic expanded, dreamy sky imagery, soft fluffy clouds, pastel gradients, floating sensations, weightless atmosphere, ethereal light, airy compositions, peaceful drifting, heavenly ambiance, gentle and uplifting, cumulus dreams, cirrus wisps, sunset clouds, sky gazing, aerial perspective, cotton candy skies","grounded, dark, heavy, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, stormy, ominous"
"Aesthetic | Coldcore","cold core aesthetic, cold weather imagery, freezing temperatures, icy atmosphere, breath visible in air, winter chill, numbing cold, crisp frigid air, frosty conditions,低温 vibes, shivering energy, penetrating cold, biting chill","hot, warm, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Corporate Memphis","corporate memphis aesthetic, flat vector illustrations, abstract human figures, bold geometric shapes, vibrant but safe color palette, tech company branding style, friendly and approachable, minimalist diversity, modern corporate art","detailed, realistic, signature, watermark, photo, photorealistic, realism, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Corporate Memphis Expanded","corporate memphis aesthetic expanded, flat vector illustrations, abstract human figures, bold geometric shapes, vibrant but safe color palette, tech company branding style, friendly and approachable, minimalist diversity, modern corporate art, inclusive design language, scalable graphics, brand-friendly aesthetics","detailed, realistic, signature, watermark, photo, photorealistic, realism, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Creepcore","creepcore aesthetic, unsettling and eerie imagery, vintage horror influences, distorted figures, uncanny valley, psychological discomfort, lo-fi textures, nostalgic dread, ambiguous threat, atmospheric unease, thought-provoking fear","cheerful, bright, safe, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Crowcore","crowcore aesthetic, corvid-centered imagery, black and gray tones, gothic nature, intelligent bird appreciation, mysterious forest scenes, feather motifs, dark academia adjacent, poetic melancholy, clever and observant, elegant darkness","bright cheerful, colorful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Crystalcore","crystalcore aesthetic, crystalline and gemstone imagery, refractive light effects, geometric mineral forms, mystical and magical vibes, iridescent surfaces, spiritual healing themes, vibrant mineral colors, ethereal glow, enchanting and precious","dull, matte, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Cybercore","cybercore aesthetic, sleek futuristic technology, neon accents, digital interfaces, cybernetic elements, high-tech minimalism, chrome and glass, holographic displays, optimistic cyberpunk, clean sci-fi design","rustic, vintage, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Cybercore Expanded","cybercore aesthetic expanded, sleek futuristic technology, neon accents, digital interfaces, cybernetic elements, high-tech minimalism, chrome and glass, holographic displays, optimistic cyberpunk, clean sci-fi design, augmented reality, AI aesthetics, digital connectivity, tech utopia","rustic, vintage, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Cybergoth Art","Cybergoth art style, futuristic and edgy aesthetic, combines cyberpunk and gothic elements, neon colors, industrial motifs, alternative fashion and culture","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Cyberpunk","Cyberpunk art style, futuristic cityscapes, neon-lit streets, high-tech and low-life, cybernetic enhancements, dystopian and gritty atmosphere","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dark Academia","Dark Academia art style, evokes the atmosphere of scholarly pursuits and literary classics, rich and moody color palettes, intricate details","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dark Academia Expanded","dark academia aesthetic expanded, scholarly romanticism, old libraries, leather-bound books, candlelit study, tweed and wool textures, classical architecture, autumn tones, coffee and rain, poetic melancholy, intellectual pursuit, vintage academia, Oxford Cambridge vibes, fountain pens, handwritten notes","modern bright, neon, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dark Feminine","dark feminine aesthetic, mysterious and powerful feminine energy, deep jewel tones, velvet and lace, moonlight ambiance, ritualistic elements, sensual and strong, witchy elegance, shadow work, intuitive wisdom, dramatic makeup, candlelit rituals, tarot and crystals","bright cheerful, corporate, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Darkcore","darkcore aesthetic, dark and mysterious imagery, deep shadows, black and dark tones, moody atmosphere, mysterious and ominous, shadowy and obscure, dark ambiance, gloomy and somber, dark and foreboding, shadow-filled, dark and brooding","bright, colorful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Deco","Art Deco style, Symmetry, streamlined shapes, geometric patterns, luxury, modernity, glamour, sleek lines","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Desertcore","desertcore aesthetic, arid landscape imagery, warm earth tones, cacti and succulents, vast open skies, harsh beauty, minimalist composition, sun-baked textures, solitude and resilience, golden hour glow, southwestern vibes","lush, rainy, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dinercore","dinercore aesthetic, retro American diner imagery, neon signs, checkered floors, vintage booths, classic cars, 1950s nostalgia, cozy and kitschy, warm lighting, classic Americana, retro charm, casual dining, vintage aesthetics","luxury, modern, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dinnercore","dinnercore aesthetic, cozy dining imagery, family dinners, warm lighting, comfort food, dinner table settings, intimate gatherings, home-cooked meals, dinner party vibes, warm and inviting, dining together, evening meals","fast food, takeout, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dirtcore","dirtcore aesthetic, earthy and soil imagery, muddy textures, natural dirt, organic matter, gardening vibes, earth tones, natural and raw, soil composition, earthy and grounded, natural dirt aesthetics, organic and unrefined","clean, sterile, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Disgusting Foodcore","disgusting foodcore aesthetic, unappetizing food imagery, spoiled food, rotten food, expired food, moldy food, unhygienic food, food that looks revolting, food that appears inedible, food that looks nauseating","appetizing, delicious, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Distressed Denim","distressed denim aesthetic, torn jeans, worn out denim, ripped jeans, faded denim, vintage denim, worn and weathered, casual and rugged, denim texture, frayed edges, worn out look, vintage denim vibes","new, pristine, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dogcore","dogcore aesthetic, dog-centered imagery, various dog breeds, dog accessories, dog-related items, canine appreciation, dog culture, dog lifestyle, dog aesthetics, dog-themed, dog-focused, dog enthusiast, dog lover","cat, horse, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dollcore","dollcore aesthetic, doll imagery, doll-like appearance, doll accessories, vintage dolls, dollhouse, doll clothing, doll collecting, doll aesthetics, toy dolls, collectible dolls, doll-like features","realistic, human, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dotcore","dotcore aesthetic, dot-based imagery, pointillism influence, stippling technique, abstract composition, minimalist and repetitive, halftone patterns, pixelated aesthetics, digital and analog fusion, rhythmic dot arrangements, monochrome or colorful dots, optical effects, texture through repetition, microscopic to macroscopic scales","linear, continuous, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, solid fills, gradients"
"Aesthetic | Drunkcore","drunkcore aesthetic, intoxicated imagery, alcohol-related, drunk behavior, party aftermath, hangover visuals, alcohol culture, drinking aesthetics, inebriated state, alcohol-focused, drunkcore lifestyle","sober, clean, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dullcore","dullcore aesthetic, muted and uninteresting imagery, lack of color, boring and monotonous, unstimulating visuals, dull colors, unexciting, bland and flat, uninteresting and uninspiring, monotone, uneventful, unremarkable","vibrant, exciting, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Dustcore","dustcore aesthetic, dusty and aged imagery, accumulation of dust, old and neglected, dusty textures, aged and weathered, dust particles, forgotten and unused, dusty and dirty, aged and deteriorated, dust-covered, vintage decay","clean, new, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Earthcore","earthcore aesthetic, earth and soil imagery, terrestrial elements, earthly tones, connection to earth, earthen materials, clay and mud, earthly and grounded, geologic elements, earth tones, earthly and organic, terrestrial aesthetics, earthen beauty","artificial, synthetic, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Earthquakecore","earthquakecore aesthetic, seismic imagery, earthquake destruction, cracked earth, seismic activity, earthquake aftermath, geological disturbance, seismic aesthetics, earthquake-focused, tremor visuals, seismic events, earthquake imagery","calm, stable, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Eboy","eboy aesthetic, internet subculture style, colorful hair, baggy clothing, backwards caps, graphic tees, sneakers, urban fashion, streetwear, modern youth culture, eboy fashion, trendy and casual, internet generation","conservative, formal, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Egirl","egirl aesthetic, internet subculture style, colorful hair streaks, butterfly clips, chain accessories, soft grunge makeup, kawaii influences, gaming culture, TikTok trends, playful and edgy, digital native fashion","conservative, formal, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
